t,v,h,a
329.533,13711.0,184.6,1.3025257673575716
330.033,13737.0,184.7,1.3081889228678218
330.533,13768.0,184.9,1.3534941669498244
331.033,13783.0,185.8,1.3138520783780723
,,,
332.033,13838.0,185.3,1.3336731226639482
332.533,13853.0,185.4,1.288367878581946
333.033,13879.0,185.5,1.3053573451126967
333.533,13899.0,185.6,1.2883678785819457
334.033,13926.0,185.8,1.311020500622947
334.533,13946.0,185.9,1.2487257900101936
335.033,13972.0,186.8,1.3223468116434476
335.533,13994.0,186.1,1.2996941896024463
336.033,14028.0,186.3,1.3166836561331974
336.533,14041.0,186.4,1.3053573451126967
337.033,14064.0,186.5,1.2798731453165704
337.533,14091.0,186.6,1.347831011439574
338.033,14114.0,186.7,1.3308415449088231
338.533,14136.0,186.8,1.3421678559293237
339.033,14168.0,186.9,1.3704836334805752
339.533,14184.0,187.1,1.347831011439574
340.033,14211.0,187.2,1.3534941669498244
340.533,14231.0,187.3,1.3421678559293237
341.033,14257.0,187.4,1.2968626118473212
341.533,14288.0,187.5,1.398799411031827
342.033,14308.0,187.6,1.3818099445010759
342.533,14329.0,187.7,1.347831011439574
343.033,14353.0,187.8,1.3534941669498244
343.533,14377.0,188.8,1.364820477970325
,,,
344.533,14426.0,188.2,1.3223468116434476
345.033,14451.0,188.3,1.3733152112357003
345.533,14476.0,188.4,1.3619889002151997
,,,
346.533,14524.0,188.6,1.384641522256201
347.033,14553.0,188.7,1.401630988786952
347.533,14573.0,188.8,1.3393362781741986
,,,
348.533,14622.0,189.8,1.364820477970325
349.033,14651.0,189.1,1.4101257220523276
349.533,14676.0,189.2,1.4157888775625778
350.033,14697.0,189.3,1.398799411031827
350.533,14722.0,189.4,1.401630988786952
351.033,14756.0,189.5,1.4525993883792048
351.533,14771.0,189.6,1.3959678332767016
,,,
352.533,14821.0,189.8,1.401630988786952
353.033,14851.0,189.9,1.4072941442972022
353.533,14872.0,189.9,1.4129572998074527
,,,
354.533,14924.0,198.1,1.4214520330728282
355.033,14949.0,198.2,1.398799411031827
355.533,14973.0,198.3,1.3931362555215765
356.033,14999.0,198.4,1.4214520330728282
356.533,15024.0,198.5,1.4214520330728282
357.033,15058.0,198.6,1.4214520330728282
357.533,15074.0,198.7,1.4271151885830784
,,,
358.533,15125.0,198.8,1.4299467663382035
359.033,15151.0,198.9,1.4072941442972022
,,,
360.033,15283.0,191.1,1.6621361422584664
360.533,15223.0,191.2,1.1751047683769396
361.033,15258.0,191.2,1.2317363234794427
361.533,15273.0,191.3,1.1807679238871898
362.033,15296.0,191.4,1.163778457356439
362.533,15318.0,191.5,1.146788990825688
363.033,15341.0,191.6,1.0844942802129345
363.533,15362.0,191.6,1.1128100577641862
